,ParticipantID,TrialNum,TruePercent,ReportedPercent,AbsError,Log2Error,ChartType
482,fkay58,55,48,62,14,3.820178962415188,Stacked
483,fkay58,56,13,15,2,1.087462841250339,Stacked
484,fkay58,57,20,37,17,4.098032082960526,Stacked
485,fkay58,58,74,80,6,2.6147098441152083,Stacked
486,fkay58,59,73,70,3,1.6438561897747248,Stacked
487,fkay58,60,49,62,13,3.7142455176661215,Stacked
488,fkay58,61,64,75,11,3.4757334309663976,Stacked
489,hfz5i8,1,17,29,12,3.599912842187128,Normal
490,hfz5i8,2,22,23,1,0.1699250014423123,Normal
491,hfz5i8,3,82,88,6,2.6147098441152083,Normal
492,hfz5i8,4,17,21,4,2.0443941193584534,Normal
493,hfz5i8,5,40,30,10,3.3398500028846247,Normal
494,hfz5i8,6,83,94,11,3.4757334309663976,Normal
495,hfz5i8,7,65,81,16,4.011227255423254,Normal
496,hfz5i8,8,36,34,2,1.087462841250339,Normal
497,hfz5i8,9,13,22,9,3.189824558880017,Normal
498,hfz5i8,10,33,36,3,1.6438561897747248,Normal
499,hfz5i8,11,85,77,8,3.0223678130284544,Normal
500,hfz5i8,12,75,74,1,0.1699250014423123,Normal
501,hfz5i8,13,57,59,2,1.087462841250339,Normal
502,hfz5i8,14,66,62,4,2.0443941193584534,Normal
503,hfz5i8,15,71,85,14,3.820178962415188,Normal
504,hfz5i8,16,98,90,8,3.0223678130284544,Normal
505,hfz5i8,17,61,59,2,1.087462841250339,Normal
506,hfz5i8,18,99,87,12,3.599912842187128,Normal
507,hfz5i8,19,52,50,2,1.087462841250339,Normal
508,hfz5i8,20,19,9,10,3.3398500028846247,Normal
509,hfz5i8,21,34,18,16,4.011227255423254,Diverging
510,hfz5i8,22,93,77,16,4.011227255423254,Diverging
511,hfz5i8,23,26,25,1,0.1699250014423123,Diverging
512,hfz5i8,24,48,50,2,1.087462841250339,Diverging
513,hfz5i8,25,60,43,17,4.098032082960526,Diverging
514,hfz5i8,26,99,95,4,2.0443941193584534,Diverging
515,hfz5i8,27,15,11,4,2.0443941193584534,Diverging
516,hfz5i8,28,31,30,1,0.1699250014423123,Diverging
517,hfz5i8,29,21,31,10,3.3398500028846247,Diverging
518,hfz5i8,30,53,50,3,1.6438561897747248,Diverging
519,hfz5i8,31,81,93,12,3.599912842187128,Diverging
520,hfz5i8,32,20,32,12,3.599912842187128,Diverging
521,hfz5i8,33,28,23,5,2.357552004618084,Diverging
522,hfz5i8,34,63,80,17,4.098032082960526,Diverging
523,hfz5i8,35,65,89,24,4.592457037268081,Diverging
524,hfz5i8,36,16,16,0,0.0,Diverging
525,hfz5i8,37,11,12,1,0.1699250014423123,Diverging
526,hfz5i8,38,8,14,6,2.6147098441152083,Diverging
527,hfz5i8,39,26,27,1,0.1699250014423123,Diverging
528,hfz5i8,40,14,16,2,1.087462841250339,Diverging
529,hfz5i8,41,77,75,2,1.087462841250339,Stacked
530,hfz5i8,42,68,82,14,3.820178962415188,Stacked
531,hfz5i8,43,69,42,27,4.76155123244448,Stacked
532,hfz5i8,44,92,85,7,2.8328900141647417,Stacked
533,hfz5i8,45,42,35,7,2.8328900141647417,Stacked
534,hfz5i8,46,86,89,3,1.6438561897747248,Stacked
535,hfz5i8,47,73,82,9,3.189824558880017,Stacked
536,hfz5i8,48,27,18,9,3.189824558880017,Stacked
537,hfz5i8,49,70,74,4,2.0443941193584534,Stacked
538,hfz5i8,50,73,83,10,3.3398500028846247,Stacked
539,hfz5i8,51,14,18,4,2.0443941193584534,Stacked
540,hfz5i8,52,26,30,4,2.0443941193584534,Stacked
541,hfz5i8,53,44,56,12,3.599912842187128,Stacked
542,hfz5i8,54,21,18,3,1.6438561897747248,Stacked
543,hfz5i8,55,41,31,10,3.3398500028846247,Stacked
544,hfz5i8,56,44,50,6,2.6147098441152083,Stacked
545,hfz5i8,57,55,50,5,2.357552004618084,Stacked
546,hfz5i8,58,53,41,12,3.599912842187128,Stacked
547,hfz5i8,59,42,34,8,3.0223678130284544,Stacked
548,hfz5i8,60,44,50,6,2.6147098441152083,Stacked
549,pnotmt,1,96,82,14,3.820178962,Normal
550,pnotmt,2,48,43,5,2.357552005,Normal
551,pnotmt,3,86,91,5,2.357552005,Normal
552,pnotmt,4,86,90,4,2.044394119,Normal
553,pnotmt,5,66,39,27,4.761551232,Normal
554,pnotmt,6,59,50,9,3.189824559,Normal
555,pnotmt,7,80,82,2,1.087462841,Normal
556,pnotmt,8,86,82,4,2.044394119,Normal
557,pnotmt,9,12,11,1,0.169925001,Normal
558,pnotmt,10,93,82,11,3.475733431,Normal
559,pnotmt,11,55,50,5,2.357552005,Normal
560,pnotmt,12,58,82,24,4.592457037,Normal
561,pnotmt,13,16,19,3,1.64385619,Normal
562,pnotmt,14,42,36,6,2.614709844,Normal
563,pnotmt,15,15,28,13,3.714245518,Normal
564,pnotmt,16,8,15,7,2.832890014,Normal
565,pnotmt,17,36,37,1,0.169925001,Normal
566,pnotmt,18,94,75,19,4.257387843,Normal
567,pnotmt,19,33,46,13,3.714245518,Normal
568,pnotmt,20,35,24,11,3.475733431,Normal
569,pnotmt,21,50,50,0,0.0,Diverging
570,pnotmt,22,16,24,8,3.022367813,Diverging
571,pnotmt,23,79,45,34,5.092757141,Diverging
572,pnotmt,24,59,86,27,4.761551232,Diverging
573,pnotmt,25,94,90,4,2.044394119,Diverging
574,pnotmt,26,83,88,5,2.357552005,Diverging
575,pnotmt,27,77,92,15,3.918863237,Diverging
576,pnotmt,28,11,15,4,2.044394119,Diverging
577,pnotmt,29,13,13,0,0.0,Diverging
578,pnotmt,30,44,55,11,3.475733431,Diverging
579,pnotmt,31,93,97,4,2.044394119,Diverging
580,pnotmt,32,86,90,4,2.044394119,Diverging
581,pnotmt,33,24,34,10,3.339850003,Diverging
582,pnotmt,34,46,50,4,2.044394119,Diverging
583,pnotmt,35,74,83,9,3.189824559,Diverging
584,pnotmt,36,7,18,11,3.475733431,Diverging
585,pnotmt,37,45,50,5,2.357552005,Diverging
586,pnotmt,38,30,40,10,3.339850003,Diverging
587,pnotmt,39,88,86,2,1.087462841,Diverging
588,pnotmt,40,56,68,12,3.599912842,Diverging
589,pnotmt,41,79,72,7,2.832890014,Stacked
590,pnotmt,42,51,50,1,0.169925001,Stacked
591,pnotmt,43,23,42,19,4.257387843,Stacked
592,pnotmt,44,60,64,4,2.044394119,Stacked
593,pnotmt,45,47,50,3,1.64385619,Stacked
594,pnotmt,46,49,42,7,2.832890014,Stacked
595,pnotmt,47,41,68,27,4.761551232,Stacked
596,pnotmt,48,28,29,1,0.169925001,Stacked
597,pnotmt,49,64,68,4,2.044394119,Stacked
598,pnotmt,50,69,72,3,1.64385619,Stacked
599,pnotmt,51,100,50,50,5.647458426,Stacked
600,pnotmt,52,39,26,13,3.714245518,Stacked
601,pnotmt,53,93,86,7,2.832890014,Stacked
602,pnotmt,54,30,30,0,0.0,Stacked
603,pnotmt,55,76,76,0,0.0,Stacked
604,pnotmt,56,99,100,1,0.169925001,Stacked
605,pnotmt,57,76,92,16,4.011227255,Stacked
606,pnotmt,58,78,94,16,4.011227255,Stacked
607,pnotmt,59,29,37,8,3.022367813,Stacked
608,pnotmt,60,95,96,1,0.169925001,Stacked
609,s7iepj,1,38,29,9,3.189824558880017,Normal
610,s7iepj,2,9,8,1,0.1699250014423123,Normal
611,s7iepj,3,57,45,12,3.599912842187128,Normal
612,s7iepj,4,28,20,8,3.0223678130284544,Normal
613,s7iepj,5,14,10,4,2.0443941193584534,Normal
614,s7iepj,6,35,44,9,3.189824558880017,Normal
615,s7iepj,7,66,48,18,4.179909090014935,Normal
616,s7iepj,8,98,85,13,3.7142455176661215,Normal
617,s7iepj,9,84,50,34,5.092757140919852,Normal
618,s7iepj,10,10,15,5,2.357552004618084,Normal
619,s7iepj,11,15,16,1,0.1699250014423123,Normal
620,s7iepj,12,8,10,2,1.087462841250339,Normal
621,s7iepj,13,44,36,8,3.0223678130284544,Normal
622,s7iepj,14,65,62,3,1.6438561897747248,Normal
623,s7iepj,15,93,96,3,1.6438561897747248,Normal
624,s7iepj,16,58,61,3,1.6438561897747248,Normal
625,s7iepj,17,67,69,2,1.087462841250339,Normal
626,s7iepj,18,79,41,38,5.252665432450248,Normal
627,s7iepj,19,56,38,18,4.179909090014935,Normal
628,s7iepj,20,45,26,19,4.257387842692652,Normal
629,s7iepj,21,65,53,12,3.599912842187128,Diverging
630,s7iepj,22,63,21,42,5.396604781181859,Diverging
631,s7iepj,23,79,82,3,1.6438561897747248,Diverging
632,s7iepj,24,41,22,19,4.257387842692652,Diverging
633,s7iepj,25,61,48,13,3.7142455176661215,Diverging
634,s7iepj,26,70,60,10,3.3398500028846247,Diverging
635,s7iepj,27,95,92,3,1.6438561897747248,Diverging
636,s7iepj,28,64,23,41,5.361943773735241,Diverging
637,s7iepj,29,27,23,4,2.0443941193584534,Diverging
638,s7iepj,30,34,32,2,1.087462841250339,Diverging
639,s7iepj,31,24,19,5,2.357552004618084,Diverging
640,s7iepj,32,41,21,20,4.330916878114617,Diverging
641,s7iepj,33,58,44,14,3.820178962415188,Diverging
642,s7iepj,34,32,22,10,3.3398500028846247,Diverging
643,s7iepj,35,80,73,7,2.8328900141647417,Diverging
644,s7iepj,36,79,71,8,3.0223678130284544,Diverging
645,s7iepj,37,23,7,16,4.011227255423254,Diverging
646,s7iepj,38,13,14,1,0.1699250014423123,Diverging
647,s7iepj,39,78,71,7,2.8328900141647417,Diverging
648,s7iepj,40,97,92,5,2.357552004618084,Diverging
649,s7iepj,41,48,56,8,3.0223678130284544,Stacked
650,s7iepj,42,36,44,8,3.0223678130284544,Stacked
651,s7iepj,43,63,46,17,4.098032082960526,Stacked
652,s7iepj,44,81,68,13,3.7142455176661215,Stacked
653,s7iepj,45,48,48,0,0.0,Stacked
654,s7iepj,46,17,22,5,2.357552004618084,Stacked
655,s7iepj,47,17,13,4,2.0443941193584534,Stacked
656,s7iepj,48,17,19,2,1.087462841250339,Stacked
657,s7iepj,49,99,100,1,0.1699250014423123,Stacked
658,s7iepj,50,47,30,17,4.098032082960526,Stacked
659,s7iepj,51,56,59,3,1.6438561897747248,Stacked
660,s7iepj,52,12,10,2,1.087462841250339,Stacked
661,s7iepj,53,78,80,2,1.087462841250339,Stacked
662,s7iepj,54,31,25,6,2.6147098441152083,Stacked
663,s7iepj,55,74,70,4,2.0443941193584534,Stacked
664,s7iepj,56,88,79,9,3.189824558880017,Stacked
665,s7iepj,57,54,51,3,1.6438561897747248,Stacked
666,s7iepj,58,67,75,8,3.0223678130284544,Stacked
667,s7iepj,59,13,21,8,3.0223678130284544,Stacked
668,s7iepj,60,99,96,3,1.6438561897747248,Stacked
669,s7iepj,61,52,47,5,2.357552004618084,Stacked
670,wcvd5c,1,85,25,60,5.909893083770042,Normal
671,wcvd5c,2,60,33,27,4.76155123244448,Normal
672,wcvd5c,3,88,40,48,5.588714635582264,Normal
673,wcvd5c,4,53,20,33,5.049848549450561,Normal
674,wcvd5c,5,99,35,64,6.002815015607054,Normal
675,wcvd5c,6,36,19,17,4.098032082960526,Normal
676,wcvd5c,7,23,34,11,3.4757334309663976,Normal
677,wcvd5c,8,20,24,4,2.0443941193584534,Normal
678,wcvd5c,9,24,25,1,0.1699250014423123,Normal
679,wcvd5c,10,42,31,11,3.4757334309663976,Normal
680,wcvd5c,11,61,23,38,5.252665432450248,Normal
681,wcvd5c,12,34,39,5,2.357552004618084,Normal
682,wcvd5c,13,15,27,12,3.599912842187128,Normal
683,wcvd5c,14,96,28,68,6.090112419664289,Normal
684,wcvd5c,15,26,24,2,1.087462841250339,Normal
685,wcvd5c,16,6,20,14,3.820178962415188,Normal
686,wcvd5c,17,5,28,23,4.531381460516312,Normal
687,wcvd5c,18,32,30,2,1.087462841250339,Normal
688,wcvd5c,19,83,40,43,5.430452551665532,Normal
689,wcvd5c,20,39,29,10,3.3398500028846247,Normal
690,wcvd5c,21,31,38,7,2.8328900141647417,Diverging
691,wcvd5c,22,17,60,43,5.430452551665532,Diverging
692,wcvd5c,23,39,40,1,0.1699250014423123,Diverging
693,wcvd5c,24,60,22,38,5.252665432450248,Diverging
694,wcvd5c,25,93,27,66,6.047123912114026,Diverging
695,wcvd5c,26,90,27,63,5.980139577639157,Diverging
696,wcvd5c,27,64,33,31,4.960001932068081,Diverging
697,wcvd5c,28,61,33,28,4.813781191217037,Diverging
698,wcvd5c,29,72,50,22,4.467605550082998,Diverging
699,wcvd5c,30,86,36,50,5.647458426454921,Diverging
700,wcvd5c,31,67,63,4,2.0443941193584534,Diverging
701,wcvd5c,32,70,62,8,3.0223678130284544,Diverging
702,wcvd5c,33,32,18,14,3.820178962415188,Diverging
703,wcvd5c,34,79,10,69,6.111135670234707,Diverging
704,wcvd5c,35,16,32,16,4.011227255423254,Diverging
705,wcvd5c,36,23,41,18,4.179909090014935,Diverging
706,wcvd5c,37,100,45,55,5.7846348455575205,Diverging
707,wcvd5c,38,25,11,14,3.820178962415188,Diverging
708,wcvd5c,39,49,20,29,4.864186144654281,Diverging
709,wcvd5c,40,69,25,44,5.463524373271181,Diverging
710,wcvd5c,41,31,33,2,1.087462841250339,Stacked
711,wcvd5c,42,91,71,20,4.330916878114617,Stacked
712,wcvd5c,43,37,50,13,3.7142455176661215,Stacked
713,wcvd5c,44,97,15,82,6.35974956032233,Stacked
714,wcvd5c,45,90,22,68,6.090112419664289,Stacked
715,wcvd5c,46,58,32,26,4.7073591320808825,Stacked
716,wcvd5c,47,69,22,47,5.5584207132686645,Stacked
717,wcvd5c,48,65,30,35,5.134426320220926,Stacked
718,wcvd5c,49,29,39,10,3.3398500028846247,Stacked
719,wcvd5c,50,69,15,54,5.7582232147267245,Stacked
720,wcvd5c,51,64,32,32,5.005624549193878,Stacked
721,wcvd5c,52,93,27,66,6.047123912114026,Stacked
722,wcvd5c,53,81,20,61,5.933690654952234,Stacked
723,wcvd5c,54,14,37,23,4.531381460516312,Stacked
724,wcvd5c,55,83,20,63,5.980139577639157,Stacked
725,wcvd5c,56,73,22,51,5.675957032941749,Stacked
726,wcvd5c,57,52,34,18,4.179909090014935,Stacked
727,wcvd5c,58,96,26,70,6.1318569606087925,Stacked
728,wcvd5c,59,44,23,21,4.400879436282184,Stacked
729,wcvd5c,60,45,31,14,3.820178962415188,Stacked
730,zyesqc,1,41,31,10,3.3398500028846247,Normal
731,zyesqc,2,48,38,10,3.3398500028846247,Normal
732,zyesqc,3,94,81,13,3.7142455176661215,Normal
733,zyesqc,4,42,41,1,0.1699250014423123,Normal
734,zyesqc,5,85,88,3,1.6438561897747248,Normal
735,zyesqc,6,99,85,14,3.820178962415188,Normal
736,zyesqc,7,46,32,14,3.820178962415188,Normal
737,zyesqc,8,36,43,7,2.8328900141647417,Normal
738,zyesqc,9,23,19,4,2.0443941193584534,Normal
739,zyesqc,10,55,50,5,2.357552004618084,Normal
740,zyesqc,11,47,50,3,1.6438561897747248,Normal
741,zyesqc,12,42,45,3,1.6438561897747248,Normal
742,zyesqc,13,28,21,7,2.8328900141647417,Normal
743,zyesqc,14,68,60,8,3.0223678130284544,Normal
744,zyesqc,15,50,60,10,3.3398500028846247,Normal
745,zyesqc,16,11,22,11,3.4757334309663976,Normal
746,zyesqc,17,70,80,10,3.3398500028846247,Normal
747,zyesqc,18,67,78,11,3.4757334309663976,Normal
748,zyesqc,19,71,94,23,4.531381460516312,Normal
749,zyesqc,20,17,20,3,1.6438561897747248,Normal
750,zyesqc,21,74,75,1,0.1699250014423123,Diverging
751,zyesqc,22,17,30,13,3.7142455176661215,Diverging
752,zyesqc,23,20,20,0,0.0,Diverging
753,zyesqc,24,34,24,10,3.3398500028846247,Diverging
754,zyesqc,25,42,54,12,3.599912842187128,Diverging
755,zyesqc,26,53,25,28,4.813781191217037,Diverging
756,zyesqc,27,13,16,3,1.6438561897747248,Diverging
757,zyesqc,28,73,67,6,2.6147098441152083,Diverging
758,zyesqc,29,79,72,7,2.8328900141647417,Diverging
759,zyesqc,30,10,12,2,1.087462841250339,Diverging
760,zyesqc,31,87,75,12,3.599912842187128,Diverging
761,zyesqc,32,37,50,13,3.7142455176661215,Diverging
762,zyesqc,33,28,25,3,1.6438561897747248,Diverging
763,zyesqc,34,55,50,5,2.357552004618084,Diverging
764,zyesqc,35,55,41,14,3.820178962415188,Diverging
765,zyesqc,36,59,68,9,3.189824558880017,Diverging
766,zyesqc,37,17,12,5,2.357552004618084,Diverging
767,zyesqc,38,31,41,10,3.3398500028846247,Diverging
768,zyesqc,39,35,39,4,2.0443941193584534,Diverging
769,zyesqc,40,29,9,20,4.330916878114617,Diverging
770,zyesqc,41,87,70,17,4.098032082960526,Stacked
771,zyesqc,42,65,69,4,2.0443941193584534,Stacked
772,zyesqc,43,26,11,15,3.918863237274594,Stacked
773,zyesqc,44,89,83,6,2.6147098441152083,Stacked
774,zyesqc,45,18,38,20,4.330916878114617,Stacked
775,zyesqc,46,40,33,7,2.8328900141647417,Stacked
776,zyesqc,47,80,90,10,3.3398500028846247,Stacked
777,zyesqc,48,82,83,1,0.1699250014423123,Stacked
778,zyesqc,49,7,3,4,2.0443941193584534,Stacked
779,zyesqc,50,80,83,3,1.6438561897747248,Stacked
780,zyesqc,51,34,18,16,4.011227255423254,Stacked
781,zyesqc,52,99,68,31,4.960001932068081,Stacked
782,zyesqc,53,77,79,2,1.087462841250339,Stacked
783,zyesqc,54,29,38,9,3.189824558880017,Stacked
784,zyesqc,55,53,54,1,0.1699250014423123,Stacked
785,zyesqc,56,31,44,13,3.7142455176661215,Stacked
786,zyesqc,57,75,66,9,3.189824558880017,Stacked
787,zyesqc,58,26,40,14,3.820178962415188,Stacked
788,zyesqc,59,47,50,3,1.6438561897747248,Stacked
789,zyesqc,60,59,58,1,0.1699250014423123,Stacked
