ParticipantID,TrialNum,Condition,TruePercent,ReportedPercent,AbsError,Log2Error,IndexA,IndexB,Values,TimestampISO
9fxeks,1,UNKNOWN,21,19,2,1.0874628412503393,6,0,0.102 0.286 0.963 0.99 0.087 0.74 0.483 0.793,2026-02-24T18:03:37.161Z
9fxeks,2,UNKNOWN,67,77,10,3.3398500028846247,3,4,0.698 -0.867 0.438 0.28 0.419 0.871 0.599,2026-02-24T18:03:43.576Z
9fxeks,3,UNKNOWN,32,29,3,1.6438561897747248,2,6,0.164 0.575 0.471 0.667 0.677 0.928 0.149,2026-02-24T18:03:47.124Z
9fxeks,4,UNKNOWN,58,47,11,3.4757334309663976,5,4,0.939 0.51 0.597 0.054 0.865 0.505,2026-02-24T18:03:52.504Z
9fxeks,5,UNKNOWN,24,34,10,3.3398500028846247,1,0,0.899 0.217 0.265 0.362 0.342 0.255,2026-02-24T18:03:58.512Z
9fxeks,6,UNKNOWN,38,29,9,3.189824558880017,2,3,-0.481 -0.252 0.267 0.704 -0.871 0.573 0.604 -0.832,2026-02-24T18:04:15.320Z
9fxeks,7,UNKNOWN,75,89,14,3.820178962415188,8,3,-0.831 -0.226 -0.243 0.148 -0.77 0.584 -0.78 0.678 0.197,2026-02-24T18:04:18.674Z
9fxeks,8,UNKNOWN,61,88,27,4.7615512324444795,5,1,0.716 0.213 -0.097 -0.73 0.176 0.347,2026-02-24T18:04:25.073Z
9fxeks,9,UNKNOWN,42,43,1,0.16992500144231237,6,2,0.706 0.051 0.289 0.56 0.223 0.474 0.684 0.941 0.769 0.472,2026-02-24T18:04:43.178Z
9fxeks,10,UNKNOWN,30,15,15,3.9188632372745946,6,7,0.327 0.593 0.888 0.948 0.534 0.513 0.151 0.498,2026-02-24T18:04:49.971Z
9fxeks,11,UNKNOWN,67,78,11,3.4757334309663976,2,1,0.542 0.261 0.174 0.524 0.402 0.492 0.449,2026-02-24T18:04:53.730Z
9fxeks,12,UNKNOWN,53,29,24,4.592457037268081,5,2,0.101 0.163 0.525 0.647 0.525 0.998 0.321 0.516,2026-02-24T18:04:57.928Z
9fxeks,13,UNKNOWN,19,25,6,2.6147098441152083,1,6,0.451 0.189 0.67 -0.252 0.813 -0.952 -0.981,2026-02-24T18:05:01.948Z
9fxeks,14,UNKNOWN,61,74,13,3.7142455176661224,9,4,-0.657 0.365 -0.736 0.834 -0.81 0.773 0.813 0.67 -0.08 -0.496,2026-02-24T18:05:06.732Z
9fxeks,15,UNKNOWN,27,41,14,3.820178962415188,4,2,-0.489 0.941 -0.134 -0.713 -0.489,2026-02-24T18:05:10.678Z
9fxeks,16,UNKNOWN,18,20,2,1.0874628412503393,5,1,-0.139 0.388 0.769 -0.05 0.575 0.068 0.543 0.844,2026-02-24T18:05:17.663Z
9fxeks,17,UNKNOWN,94,84,10,3.3398500028846247,3,1,0.211 0.772 0.227 0.722 0.905,2026-02-24T18:05:24.262Z
9fxeks,18,UNKNOWN,72,72,0,0,3,6,0.869 0.786 -0.848 0.534 0.437 -0.114 0.737,2026-02-24T18:05:32.131Z
9fxeks,19,UNKNOWN,46,40,6,2.6147098441152083,5,8,0.865 0.874 -0.854 0.365 0.086 -0.883 -0.26 -0.688 0.41,2026-02-24T18:05:40.476Z
