ParticipantID,TrialNum,Condition,TruePercent,ReportedPercent,AbsError,Log2Error,IndexA,IndexB,Values,TimestampISO
b6yixy,26,UNKNOWN,8,10,2,1.0874628412503393,8,9,0.546 0.456 0.967 0.101 0.758 0.806 0.558 0.664 0.767 0.064,2026-02-24T18:21:12.760Z
b6yixy,27,UNKNOWN,37,26,11,3.4757334309663976,2,3,0.873 0.29 0.899 0.335 0.094 0.088,2026-02-24T18:21:24.263Z
b6yixy,28,UNKNOWN,82,89,7,2.8328900141647417,6,5,0.174 0.916 0.68 0.603 0.397 0.107 0.131,2026-02-24T18:21:33.566Z
b6yixy,29,UNKNOWN,47,50,3,1.6438561897747248,4,2,0.251 0.184 0.31 0.263 0.664,2026-02-24T18:21:40.122Z
b6yixy,30,UNKNOWN,97,100,3,1.6438561897747248,1,4,0.513 0.739 0.678 0.433 0.718,2026-02-24T18:21:46.359Z
b6yixy,31,UNKNOWN,51,50,1,0.16992500144231237,1,2,-0.5 -0.772 0.396 0.56 -0.855 -0.154 0.782 -0.282 -0.366,2026-02-24T18:21:51.152Z
b6yixy,32,UNKNOWN,12,12,0,0,1,4,0.458 0.442 0.354 0.57 0.052 0.257 0.998 0.522,2026-02-24T18:21:59.340Z
b6yixy,33,UNKNOWN,75,83,8,3.0223678130284544,7,0,0.669 0.348 0.636 0.992 0.642 0.204 0.392 0.891 0.078 0.344,2026-02-24T18:22:07.319Z
b6yixy,34,UNKNOWN,81,86,5,2.357552004618084,2,0,0.383 0.772 0.474 0.615 0.649 0.916,2026-02-24T18:22:20.328Z
b6yixy,35,UNKNOWN,69,75,6,2.6147098441152083,0,5,0.516 0.615 0.94 0.143 0.384 0.75 0.465,2026-02-24T18:22:25.962Z
b6yixy,36,UNKNOWN,26,30,4,2.0443941193584534,1,0,-0.824 0.214 -0.582 -0.23 -0.193,2026-02-24T18:22:36.905Z
b6yixy,37,UNKNOWN,53,59,6,2.6147098441152083,0,5,0.846 0.524 0.534 0.41 0.604 0.449 0.396,2026-02-24T18:22:44.597Z
b6yixy,38,UNKNOWN,11,10,1,0.16992500144231237,2,5,0.513 0.59 0.07 0.091 0.454 0.656 0.051 0.953,2026-02-24T18:22:50.935Z
b6yixy,39,UNKNOWN,27,41,14,3.820178962415188,6,0,0.179 -0.903 -0.107 -0.292 -0.498 0.393 -0.668 -0.599,2026-02-24T18:22:58.458Z
b6yixy,40,UNKNOWN,54,50,4,2.0443941193584534,1,3,-0.061 -0.43 0.25 -0.799 0.589,2026-02-24T18:23:03.113Z
b6yixy,41,UNKNOWN,15,20,5,2.357552004618084,4,0,0.763 -0.522 -0.239 -0.315 0.117 0.902,2026-02-24T18:23:17.940Z
b6yixy,42,UNKNOWN,13,10,3,1.6438561897747248,2,1,0.649 0.122 0.941 0.961 0.714 0.59 0.329 0.286,2026-02-24T18:23:26.132Z
b6yixy,43,UNKNOWN,90,90,0,0,7,2,0.871 0.319 0.848 0.644 0.49 0.959 0.548 0.761,2026-02-24T18:23:33.906Z
b6yixy,44,UNKNOWN,28,25,3,1.6438561897747248,7,0,0.13 0.992 0.195 0.4 0.815 0.794 0.405 0.464 0.124,2026-02-24T18:23:42.288Z
b6yixy,45,UNKNOWN,73,74,1,0.16992500144231237,7,4,0.194 0.079 0.285 0.535 0.687 0.86 0.191 0.941 0.632,2026-02-24T18:23:49.090Z
b6yixy,46,UNKNOWN,49,50,1,0.16992500144231237,3,2,0.436 -0.831 0.99 0.486 -0.546 0.108,2026-02-24T18:23:52.453Z
b6yixy,47,UNKNOWN,30,36,6,2.6147098441152083,2,4,0.517 -0.233 0.093 0.886 -0.31,2026-02-24T18:23:57.414Z
b6yixy,48,UNKNOWN,22,21,1,0.16992500144231237,2,1,-0.166 0.21 -0.972 -0.912 0.879 -0.589 -0.619 -0.994 0.249 -0.393,2026-02-24T18:24:09.399Z
b6yixy,49,UNKNOWN,43,42,1,0.16992500144231237,6,3,0.956 0.832 0.988 0.356 0.517 0.539 0.821 0.989,2026-02-24T18:24:19.319Z
b6yixy,50,UNKNOWN,52,50,2,1.0874628412503393,0,3,0.622 0.108 0.112 -0.323 -0.482 0.677 0.311,2026-02-24T18:24:24.316Z
b6yixy,51,UNKNOWN,53,60,7,2.8328900141647417,5,1,-0.561 -0.81 -0.499 -0.599 0.645 -0.428 0.13 0.082,2026-02-24T18:24:29.673Z
b6yixy,52,UNKNOWN,15,20,5,2.357552004618084,8,5,0.111 0.491 0.064 0.744 0.674 0.593 0.495 0.85 0.091,2026-02-24T18:24:38.673Z
b6yixy,53,UNKNOWN,13,20,7,2.8328900141647417,1,4,0.731 0.871 0.776 0.441 0.117 0.934,2026-02-24T18:24:48.686Z
b6yixy,54,UNKNOWN,27,29,2,1.0874628412503393,0,1,0.26 0.952 0.331 0.106 0.276,2026-02-24T18:25:05.108Z
b6yixy,55,UNKNOWN,22,23,1,0.16992500144231237,4,2,0.228 -0.25 -0.075 -0.627 -0.338 -0.587,2026-02-24T18:25:14.577Z
b6yixy,56,UNKNOWN,16,15,1,0.16992500144231237,2,0,0.07 0.458 0.447 0.306 0.799 0.18 0.536 0.358,2026-02-24T18:25:22.878Z
b6yixy,57,UNKNOWN,50,50,0,0,0,7,0.446 0.249 0.709 0.802 0.97 0.434 0.795 0.221,2026-02-24T18:25:28.651Z
b6yixy,58,UNKNOWN,38,42,4,2.0443941193584534,2,5,0.096 0.592 0.221 0.309 0.395 0.084 0.982,2026-02-24T18:25:35.151Z
b6yixy,59,UNKNOWN,12,18,6,2.6147098441152083,3,2,0.082 -0.534 -0.721 0.09 -0.841 -0.392 0.782,2026-02-24T18:25:46.006Z
b6yixy,60,UNKNOWN,45,43,2,1.0874628412503393,5,4,0.483 -0.789 -0.629 0.225 0.919 0.413 -0.142 -0.089 -0.734,2026-02-24T18:25:57.666Z
