ParticipantID,TrialNum,Condition,TruePercent,ReportedPercent,AbsError,Log2Error,IndexA,IndexB,Values,TimestampISO
3478ue,15,UNKNOWN,76,91,15,3.9188632372745946,2,1,0.603 0.098 0.129 0.632 0.811,2026-02-24T17:36:17.752Z
3478ue,16,UNKNOWN,80,64,16,4.011227255423254,0,2,0.611 0.63 0.764 0.946 0.689 0.223 0.987,2026-02-24T17:36:24.186Z
3478ue,17,UNKNOWN,29,32,3,1.6438561897747248,0,2,0.683 0.465 0.198 0.252 0.296,2026-02-24T17:36:36.301Z
3478ue,18,UNKNOWN,73,70,3,1.6438561897747248,4,7,0.826 0.9 0.979 0.952 0.577 0.424 0.848 0.786,2026-02-24T17:36:47.246Z
3478ue,19,UNKNOWN,94,97,3,1.6438561897747248,2,5,0.803 0.688 0.208 -0.392 0.891 0.222 0.93 0.287 0.93 0.052,2026-02-24T17:36:56.182Z
3478ue,20,UNKNOWN,59,44,15,3.9188632372745946,1,4,0.85 0.332 0.232 0.067 0.195,2026-02-24T17:37:03.241Z
3478ue,21,UNKNOWN,31,10,21,4.400879436282184,4,3,-0.941 -0.608 -0.203 -0.379 -0.116,2026-02-24T17:37:14.930Z
3478ue,22,UNKNOWN,36,23,13,3.7142455176661224,8,6,0.682 0.991 0.519 0.516 0.825 0.497 0.292 0.12 0.804,2026-02-24T17:37:29.054Z
3478ue,23,UNKNOWN,92,93,1,0.16992500144231237,4,0,0.699 -1 0.53 -0.457 -0.757,2026-02-24T17:37:34.125Z
3478ue,24,UNKNOWN,17,20,3,1.6438561897747248,0,2,0.171 0.181 0.991 0.183 0.626 0.2 0.743,2026-02-24T17:37:38.637Z
3478ue,25,UNKNOWN,27,21,6,2.6147098441152083,4,5,0.376 0.18 0.779 0.155 0.269 0.979 0.779 0.424 0.783 0.943,2026-02-24T17:37:50.833Z
3478ue,26,UNKNOWN,74,89,15,3.9188632372745946,5,0,0.882 -0.153 -0.536 -0.412 -0.218 -0.649 0.473,2026-02-24T17:38:00.773Z
3478ue,27,UNKNOWN,52,50,2,1.0874628412503393,0,1,0.863 0.445 0.618 0.837 0.366,2026-02-24T17:38:05.776Z
3478ue,28,UNKNOWN,65,54,11,3.4757334309663976,1,0,0.196 0.303 0.43 0.607 0.61 0.766 0.764 0.723 0.743,2026-02-24T17:38:12.172Z
3478ue,29,UNKNOWN,92,86,6,2.6147098441152083,2,6,-0.907 -0.382 0.62 -0.577 0.36 -0.595 0.569 0.843 0.264,2026-02-24T17:38:18.255Z
3478ue,30,UNKNOWN,91,92,1,0.16992500144231237,3,1,0.625 0.45 0.408 0.409 0.257 0.71 0.266,2026-02-24T17:39:12.209Z
3478ue,31,UNKNOWN,85,100,15,3.9188632372745946,2,0,0.105 0.274 0.124 0.819 0.897 0.073,2026-02-24T17:39:18.584Z
3478ue,32,UNKNOWN,15,11,4,2.0443941193584534,4,2,0.28 0.701 0.148 -0.887 0.98,2026-02-24T17:39:25.239Z
3478ue,33,UNKNOWN,94,85,9,3.189824558880017,2,0,-0.734 -0.822 0.782 -0.876 0.417 0.188 -0.962 0.873 0.779,2026-02-24T17:39:32.327Z
3478ue,34,UNKNOWN,33,30,3,1.6438561897747248,3,1,-0.388 0.858 0.35 0.283 -0.284,2026-02-24T17:39:38.797Z
3478ue,35,UNKNOWN,14,18,4,2.0443941193584534,0,3,0.055 0.771 0.372 0.383 0.213,2026-02-24T17:39:43.949Z
3478ue,36,UNKNOWN,45,21,24,4.592457037268081,4,3,0.602 -0.463 0.563 -0.963 -0.429 0.294,2026-02-24T17:39:48.238Z
3478ue,37,UNKNOWN,44,42,2,1.0874628412503393,4,5,-0.687 0.225 0.318 0.867 -0.291 0.127 0.113,2026-02-24T17:39:56.845Z
3478ue,38,UNKNOWN,12,13,1,0.16992500144231237,6,0,-0.119 -0.897 -0.716 -0.207 -0.205 0.118 0.993 -0.45 -0.115 0.772,2026-02-24T17:40:29.473Z
3478ue,39,UNKNOWN,75,91,16,4.011227255423254,3,0,0.237 -0.88 -0.719 0.315 0.064 0.12 0.441,2026-02-24T17:40:35.504Z
3478ue,40,UNKNOWN,39,42,3,1.6438561897747248,3,2,0.437 0.184 0.774 0.298 0.577,2026-02-24T17:40:45.369Z
3478ue,41,UNKNOWN,22,9,13,3.7142455176661224,3,4,0.732 0.241 0.764 0.126 0.584,2026-02-24T17:40:49.718Z
3478ue,42,UNKNOWN,32,63,31,4.960001932068081,2,4,0.711 0.329 0.271 0.654 0.855,2026-02-24T17:40:55.109Z
3478ue,43,UNKNOWN,76,69,7,2.8328900141647417,6,1,0.948 0.684 0.839 0.216 0.916 0.119 0.52 0.979,2026-02-24T17:41:01.378Z
3478ue,44,UNKNOWN,73,90,17,4.098032082960526,1,6,0.69 0.379 0.942 0.582 0.291 0.519 0.518 0.797 0.101,2026-02-24T17:41:05.593Z
3478ue,45,UNKNOWN,8,12,4,2.0443941193584534,8,0,0.95 0.387 0.545 0.492 0.496 0.556 0.995 0.252 0.073 0.512,2026-02-24T17:41:11.392Z
3478ue,46,UNKNOWN,96,84,12,3.599912842187128,0,3,0.834 0.232 0.218 0.804 0.273 0.379 0.769 0.965 0.67 0.932,2026-02-24T17:41:15.524Z
3478ue,47,UNKNOWN,90,89,1,0.16992500144231237,5,7,-0.177 0.601 -0.705 -0.233 -0.34 0.369 0.274 -0.412,2026-02-24T17:41:20.967Z
3478ue,48,UNKNOWN,9,13,4,2.0443941193584534,4,0,0.052 0.064 0.065 0.411 0.558 0.42 0.456,2026-02-24T17:41:28.606Z
3478ue,49,UNKNOWN,92,77,15,3.9188632372745946,6,3,0.289 0.371 -0.629 -0.888 0.87 -0.745 0.962 -0.929,2026-02-24T17:41:49.533Z
3478ue,50,UNKNOWN,21,13,8,3.0223678130284544,2,8,0.878 0.116 0.128 0.444 0.654 0.349 0.373 0.076 0.617,2026-02-24T17:41:54.328Z
3478ue,51,UNKNOWN,71,20,51,5.675957032941749,6,0,-0.192 0.56 -0.187 0.534 -0.871 -0.757 0.136 0.359 0.055,2026-02-24T17:41:58.557Z
3478ue,52,UNKNOWN,64,79,15,3.9188632372745946,7,5,0.654 0.711 0.564 0.275 0.061 0.724 0.174 0.463,2026-02-24T17:42:03.612Z
3478ue,53,UNKNOWN,80,84,4,2.0443941193584534,0,3,0.476 0.136 0.244 0.597 0.288,2026-02-24T17:42:07.796Z
3478ue,54,UNKNOWN,83,94,11,3.4757334309663976,4,2,0.134 0.267 0.251 0.652 0.302 0.561 0.301 0.094,2026-02-24T17:42:16.343Z
3478ue,55,UNKNOWN,47,40,7,2.8328900141647417,1,2,0.446 0.233 0.497 0.729 0.994,2026-02-24T17:42:22.359Z
3478ue,56,UNKNOWN,41,50,9,3.189824558880017,2,7,-0.731 0.358 -0.316 0.228 0.64 -0.227 -0.114 0.131 0.446,2026-02-24T17:42:26.342Z
3478ue,57,UNKNOWN,52,40,12,3.599912842187128,2,6,0.746 0.94 0.234 0.181 0.077 0.847 0.452 0.505,2026-02-24T17:42:33.124Z
3478ue,58,UNKNOWN,34,35,1,0.16992500144231237,1,5,0.956 0.323 0.882 0.868 0.283 0.938 0.374,2026-02-24T17:42:37.636Z
3478ue,59,UNKNOWN,64,79,15,3.9188632372745946,6,3,0.401 0.377 0.118 0.204 0.989 0.293 0.131,2026-02-24T17:42:42.557Z
3478ue,60,UNKNOWN,83,91,8,3.0223678130284544,1,2,0.129 0.645 0.781 0.47 0.805 0.272 0.776 0.98 0.965,2026-02-24T17:42:47.687Z
